name,brand,month,qty,price_unit,total_sales
PLAZA MAYOR (LEON),SOYEALINK,December,1,1792.24,1792.24
CORREGIDORA 2 (QRO),NOKIA,November,2,882.76,1765.52
FIESTA (IRAPUATO),SENWA,October,3,588.2188505733334,1764.6565517200002
URBAN (QRO),BLU,November,4,440.94862069,1763.79448276
PLAZA MAYOR (LEON),ALC,May,1,1723.28,1723.28
HIDALGO 2 (CELAYA),ZTE,May,1,1723.28,1723.28
CORREGIDORA 4 (QRO),ALCATEL,February,1,1723.28,1723.28
HIDALGO (CELAYA),ZTE,April,1,1723.28,1723.28
MADERO (LEON),ZTE,June,1,1723.28,1723.28
URBAN (QRO),ALCATEL,November,1,1723.28,1723.28
CORREGIDORA 3 (QRO),ALCATEL,June,1,1723.28,1723.28
MADERO (LEON),ALCATEL,July,1,1723.28,1723.28
CONSTITUYENTES (QRO),ALCATEL,February,1,1723.28,1723.28
FIESTA (IRAPUATO),ALCATEL,May,1,1723.28,1723.28
MADERO (LEON),ALCATEL,June,1,1723.28,1723.28
PARQUE (QRO),ALCATEL,November,1,1723.28,1723.28
ALAMEDA (QRO),ALCATEL,June,1,1723.28,1723.28
PLAZA PATIO (QRO),ALC,July,1,1723.28,1723.28
PARQUE (QRO),LANIX,April,1,1723.28,1723.28
MADERO (QRO),ALCATEL,June,1,1723.27586207,1723.27586207
MADERO (LEON),ZTE,July,1,1723.27586207,1723.27586207
HIDALGO (CELAYA),LANIX,December,1,1723.27586207,1723.27586207
VIA ALTA SUR (LEON),ALCATEL,July,1,1723.27586207,1723.27586207
LA VICTORIA (QRO),ZTE,August,1,1723.27586207,1723.27586207
PLAZA MAYOR (LEON),LANIX,July,1,1723.27586207,1723.27586207
PLAZA PATIO (QRO),ALCATEL,July,1,1723.27586207,1723.27586207
LA CRUZ (QRO),LANIX,January,1,1723.27586207,1723.27586207
URBAN (QRO),ZTE,September,1,1723.27586207,1723.27586207
CONSTITUYENTES (QRO),LANIX,June,1,1723.27586207,1723.27586207
HIDALGO 2 (CELAYA),BLU,April,3,573.8514942533333,1721.55448276
LEON CENTRO (LEON),BLU,April,4,430.17336207,1720.69344828
PLAZA MAYOR (LEON),NOKIA,June,4,430.17241379,1720.68965516
LEON CENTRO (LEON),SENWA,June,3,568.10344828,1704.3103448399997
PARQUE (QRO),SENWA,April,3,568.1,1704.3000000000002
ALLENDE (QRO),CORN,December,4,422.4137931,1689.6551724
HIDALGO (CELAYA),CORN,January,4,422.4137931,1689.6551724
HIDALGO (CELAYA),HISENSE,January,1,1680.17,1680.17
HIDALGO 2 (CELAYA),BLU,July,4,419.396551725,1677.5862069
PARQUE (CELAYA),SENWA,April,3,553.7367816066667,1661.21034482
CORREGIDORA 3 (QRO),NOKIA,November,4,410.776206895,1643.10482758
GALERIAS (QRO),NOKIA,April,1,1637.07,1637.07
LA CRUZ (QRO),NOKIA,April,1,1637.07,1637.07
ALAMEDA (QRO),NOKIA,February,1,1637.07,1637.07
VALLARTA (VTA),LG,July,1,1637.06896552,1637.06896552
CONSTITUYENTES (QRO),BLU,July,1,1637.06896552,1637.06896552
URBAN (QRO),ALCATEL,January,1,1637.06896552,1637.06896552
HIDALGO 2 (CELAYA),NOKIA,September,1,1637.0689,1637.0689
HIDALGO (CELAYA),NOKIA,September,4,408.621206895,1634.48482758
CORREGIDORA 3 (QRO),BLU,January,5,326.72524138,1633.6262069
PLAZA PATIO (QRO),SENWA,May,3,530.74505747,1592.23517241
PLAZA MAYOR (LEON),BLU,October,4,397.845172415,1591.38068966
LA VICTORIA (QRO),BLU,October,4,397.845172415,1591.38068966
ALLENDE (QRO),DOPPIO,October,5,318.10344828,1590.5172414
CORREGIDORA 2 (QRO),SENWA,May,3,519.2505747133333,1557.75172414
FIESTA (IRAPUATO),SENWA,May,3,519.2505747133333,1557.75172414
LA VICTORIA (QRO),BLU,December,1,1550.86206897,1550.86206897
ANTEA (QRO),ZTE,July,1,1550.86206897,1550.86206897
PARQUE (QRO),LANIX,December,1,1550.86,1550.86
MADERO (LEON),ZTE,January,1,1550.86,1550.86
FIESTA (IRAPUATO),ALCATEL,February,1,1550.86,1550.86
GALERIAS (QRO),ZTE,September,1,1550.86,1550.86
ALAMEDA (QRO),LANIX,September,1,1550.86,1550.86
GUERRERO (QRO),ZTE,February,1,1550.86,1550.86
OBREGON (LEON),ZTE,December,1,1550.86,1550.86
LA CRUZ (QRO),ALCATEL,February,1,1550.86,1550.86
FIESTA (IRAPUATO),LANIX,November,1,1550.86,1550.86
LA VICTORIA (QRO),LANIX,November,1,1550.86,1550.86
CONSTITUYENTES (QRO),HISENSE,January,1,1550.86,1550.86
PARQUE (CELAYA),LANIX,October,1,1550.86,1550.86
BOULEVARES (QRO),LANIX,September,1,1550.86,1550.86
HIDALGO 2 (CELAYA),SKY,December,2,775.0,1550.0
LA VICTORIA (QRO),SKY,January,2,775.0,1550.0
LEON CENTRO (LEON),SKY,December,2,775.0,1550.0
MADERO (QRO),SKY,January,2,775.0,1550.0
FIESTA (IRAPUATO),SKY,December,2,775.0,1550.0
URBAN (QRO),SKY,December,2,775.0,1550.0
CORREGIDORA 2 (QRO),SKY,February,2,775.0,1550.0
ANDADOR (CELAYA),SKY,December,2,775.0,1550.0
ANTEA (QRO),SKY,January,2,775.0,1550.0
LEON CENTRO (LEON),SKY,February,2,775.0,1550.0
LA CRUZ (QRO),SKY,February,2,775.0,1550.0
MADERO (LEON),SENWA,November,3,516.38,1549.1399999999999
GUERRERO (QRO),SENWA,August,3,516.38,1549.1399999999999
MADERO (LEON),BLU,June,3,516.3793103466667,1549.13793104
PLAZA MAYOR (LEON),BLU,August,3,516.3793103466667,1549.13793104
PARQUE (CELAYA),BLU,November,4,387.0696551725,1548.27862069
GALERIAS (QRO),BLU,December,4,387.0689655175,1548.27586207
ALLENDE (CELAYA),DOPPIO,May,5,309.48275862,1547.4137931
HIDALGO (CELAYA),DOPPIO,April,5,309.48165517200005,1547.4082758600002
LEON CENTRO (LEON),I-MOBIL,September,5,309.48,1547.4
OBREGON (LEON),CORN,January,4,383.19189655,1532.7675862
LA VICTORIA (QRO),BLU,July,3,510.6321356333333,1531.8964068999999
CORREGIDORA 3 (QRO),HISENSE,September,1,1507.75862069,1507.75862069
GALERIAS (QRO),HISENSE,November,1,1507.75862069,1507.75862069
CORREGIDORA 4 (QRO),BLU,November,3,502.0114942566667,1506.03448277
FIESTA (IRAPUATO),BLU,October,5,300.862616552,1504.31308276
BOULEVARES (QRO),LANIX,February,1,1465.51724138,1465.51724138
MADERO (QRO),LANIX,October,1,1465.0,1465.0
HIDALGO 2 (CELAYA),LANIX,February,1,1464.66,1464.66
FIESTA (IRAPUATO),ALC,August,1,1464.66,1464.66
MADERO (LEON),ALC,August,1,1464.66,1464.66
ALAMEDA (QRO),LANIX,January,1,1464.66,1464.66
PARQUE (CELAYA),LANIX,January,1,1464.66,1464.66
CONSTITUYENTES (QRO),ZTE,January,1,1464.66,1464.66
ANDADOR (CELAYA),ALC,January,1,1464.66,1464.66
PLAZA PATIO (QRO),ALC,September,1,1464.66,1464.66
MADERO (QRO),LANIX,December,1,1464.66,1464.66
HIDALGO (CELAYA),ALC,October,1,1464.66,1464.66
LEON CENTRO (LEON),LANIX,January,1,1464.66,1464.66
LA VICTORIA (QRO),LANIX,December,1,1464.66,1464.66
CORREGIDORA 2 (QRO),LANIX,February,1,1464.66,1464.66
GUERRERO (QRO),LANIX,December,1,1464.66,1464.66
PARQUE (CELAYA),LANIX,December,1,1464.66,1464.66
HIDALGO (CELAYA),LANIX,January,1,1464.66,1464.66
GUERRERO (QRO),LANIX,February,1,1464.66,1464.66
LA CRUZ (QRO),LANIX,December,1,1464.65758621,1464.65758621
HIDALGO 2 (CELAYA),LANIX,November,1,1464.65758621,1464.65758621
MADERO (QRO),LANIX,April,1,1464.65517241,1464.65517241
PARQUE (CELAYA),LANIX,June,1,1464.65517241,1464.65517241
CORREGIDORA 3 (QRO),LANIX,August,1,1464.65517241,1464.65517241
PARQUE (QRO),LANIX,June,1,1464.65517241,1464.65517241
LA CRUZ (QRO),LANIX,August,1,1464.65517241,1464.65517241
ANTEA (QRO),LANIX,June,1,1464.65517241,1464.65517241
VIA ALTA SUR (LEON),BLU,November,2,731.896551725,1463.79310345
PARQUE (QRO),BLU,June,2,731.896551725,1463.79310345
ALAMEDA (QRO),SENWA,December,3,487.64413793,1462.93241379
FIESTA (IRAPUATO),SENWA,November,3,487.64413793,1462.93241379
MADERO (LEON),SENWA,December,3,487.64413793,1462.93241379
HIDALGO (CELAYA),SENWA,December,3,487.64413793,1462.93241379
ANDADOR (CELAYA),SENWA,July,3,487.64413793,1462.93241379
ANTEA (QRO),BLU,January,3,487.64367816333333,1462.93103449
PLAZA MAYOR (LEON),BLU,September,4,365.51724138,1462.06896552
GUERRERO (QRO),I-MOBIL,August,4,365.51586207,1462.06344828
PARQUE (QRO),BLU,February,5,292.240482758,1461.20241379
GUERRERO (QRO),SENWA,April,2,714.655,1429.31
GUERRERO (QRO),ALC,January,1,1421.55,1421.55
PLAZA MAYOR (LEON),ALC,December,1,1421.55,1421.55
ALLENDE (QRO),ALC,January,1,1421.55,1421.55
PLAZA PATIO (QRO),ALC,January,1,1421.55,1421.55
HIDALGO (CELAYA),ALC,December,1,1421.55,1421.55
LEON CENTRO (LEON),ALC,December,1,1421.55,1421.55
PARQUE (CELAYA),ALC,January,1,1421.55,1421.55
PLAZA PATIO (QRO),SOYEALINK,November,1,1402.25,1402.25
PARQUE (QRO),SENWA,May,3,464.65517241,1393.96551723
HIDALGO (CELAYA),I-MOBIL,July,4,348.275172415,1393.10068966
ALLENDE (CELAYA),BLU,July,3,461.7816091966667,1385.34482759
HIDALGO 2 (CELAYA),NOKIA,December,1,1378.45,1378.45
PLAZA PATIO (QRO),NOKIA,December,1,1378.45,1378.45
LA VICTORIA (QRO),NOKIA,November,1,1378.45,1378.45
GALERIAS (QRO),ZTE,October,1,1378.45,1378.45
LEON CENTRO (LEON),NOKIA,January,1,1378.45,1378.45
CONSTITUYENTES (QRO),ZTE,October,1,1378.45,1378.45
ANDADOR (CELAYA),ZTE,October,1,1378.45,1378.45
PORTAL (QRO),NOKIA,December,1,1378.45,1378.45
VIA ALTA SUR (LEON),ZTE,October,1,1378.45,1378.45
ANDADOR (CELAYA),KODAK,September,1,1378.44827586,1378.44827586
HIDALGO (CELAYA),KODAK,August,1,1378.44827586,1378.44827586
LA CRUZ (QRO),ALC,April,1,1378.44827586,1378.44827586
MADERO (QRO),KODAK,September,1,1378.44827586,1378.44827586
HIDALGO (CELAYA),ZTE,July,1,1378.44827586,1378.44827586
ALAMEDA (QRO),ACER,December,1,1378.44827586,1378.44827586
ALLENDE (CELAYA),KODAK,September,1,1378.44827586,1378.44827586
ANDADOR (CELAYA),ACER,December,1,1378.44827586,1378.44827586
GALERIAS (QRO),KODAK,September,1,1378.44827586,1378.44827586
LA CRUZ (QRO),ACER,November,1,1378.44827586,1378.44827586
CORREGIDORA 2 (QRO),KODAK,September,1,1378.44827586,1378.44827586
PLAZA MAYOR (LEON),ACER,December,1,1378.44827586,1378.44827586
LA CRUZ (QRO),KODAK,July,1,1378.44827586,1378.44827586
ALLENDE (CELAYA),ACER,December,1,1378.44827586,1378.44827586
PLAZA PATIO (QRO),ACER,December,1,1378.44827586,1378.44827586
CONSTITUYENTES (QRO),KODAK,September,1,1378.44827586,1378.44827586
MADERO (QRO),ACER,November,1,1378.44827586,1378.44827586
OBREGON (LEON),KODAK,September,1,1378.44827586,1378.44827586
LA VICTORIA (QRO),KODAK,July,1,1378.44827586,1378.44827586
URBAN (QRO),KODAK,September,1,1378.44827586,1378.44827586
ANDADOR (CELAYA),ACER,November,1,1378.44827586,1378.44827586
ALLENDE (CELAYA),ACER,November,1,1378.44827586,1378.44827586
URBAN (QRO),ACER,December,1,1378.44827586,1378.44827586
PARQUE (CELAYA),ACER,November,1,1378.44827586,1378.44827586
PARQUE (QRO),KODAK,August,1,1378.44827586,1378.44827586
LA CRUZ (QRO),KODAK,September,1,1378.44827586,1378.44827586
PLAZA PATIO (QRO),KODAK,September,1,1378.44827586,1378.44827586
ANTEA (QRO),ACER,December,1,1378.44827586,1378.44827586
BOULEVARES (QRO),ACER,December,1,1378.44827586,1378.44827586
OBREGON (LEON),KODAK,August,1,1378.44827586,1378.44827586
LEON CENTRO (LEON),ACER,December,1,1378.44827586,1378.44827586
OBREGON (LEON),KODAK,July,1,1378.44827586,1378.44827586
URBAN (QRO),KODAK,August,1,1378.44827586,1378.44827586
ALLENDE (QRO),ACER,December,1,1378.44827586,1378.44827586
VIA ALTA SUR (LEON),ZTE,September,1,1378.44827586,1378.44827586
HIDALGO (CELAYA),ACER,November,1,1378.44827586,1378.44827586
BOULEVARES (QRO),ACER,November,1,1378.44827586,1378.44827586
CORREGIDORA 2 (QRO),INFINITI,May,1,1378.44827586,1378.44827586
ALLENDE (CELAYA),KODAK,August,1,1378.44827586,1378.44827586
HIDALGO (CELAYA),ALC,September,1,1378.44827586,1378.44827586
ALLENDE (CELAYA),KODAK,July,1,1378.44827586,1378.44827586
MADERO (QRO),ZTE,November,1,1378.4482,1378.4482
PLAZA MAYOR (LEON),SENWA,October,3,458.90827586,1376.72482758
LEON CENTRO (LEON),SENWA,October,3,458.90827586,1376.72482758
PLAZA PATIO (QRO),BLU,September,4,343.96586206999996,1375.8634482799998
MADERO (QRO),BLU,October,4,343.96586206999996,1375.8634482799998
OBREGON (LEON),HISENSE,February,1,1335.34,1335.34
CORREGIDORA 3 (QRO),BLU,May,3,444.5402298866666,1333.62068966
BOULEVARES (QRO),BLU,January,1,1292.24137931,1292.24137931
GALERIAS (QRO),ZTE,April,1,1292.24137931,1292.24137931
LA VICTORIA (QRO),KODAK,May,1,1292.24137931,1292.24137931
URBAN (QRO),BLU,July,1,1292.24137931,1292.24137931
CONSTITUYENTES (QRO),ZTE,May,1,1292.24137931,1292.24137931
BOULEVARES (QRO),KODAK,April,1,1292.24137931,1292.24137931
BOULEVARES (QRO),KODAK,June,1,1292.24137931,1292.24137931
HIDALGO (CELAYA),ZTE,August,1,1292.24137931,1292.24137931
MADERO (QRO),KODAK,April,1,1292.24137931,1292.24137931
HIDALGO 2 (CELAYA),ZTE,July,1,1292.24137931,1292.24137931
URBAN (QRO),ZTE,May,1,1292.24137931,1292.24137931
CORREGIDORA 4 (QRO),KODAK,May,1,1292.24137931,1292.24137931
VIA ALTA SUR (LEON),BLU,August,1,1292.24137931,1292.24137931
PARQUE (CELAYA),ZTE,September,1,1292.24137931,1292.24137931
LA CRUZ (QRO),NOKIA,February,1,1292.24,1292.24
PLAZA MAYOR (LEON),KODAK,April,1,1292.24,1292.24
PLAZA PATIO (QRO),NOKIA,February,1,1292.24,1292.24
LA VICTORIA (QRO),NOKIA,January,1,1292.24,1292.24
CORREGIDORA 4 (QRO),NOKIA,February,1,1292.24,1292.24
PLAZA PATIO (QRO),KODAK,May,1,1292.24,1292.24
LEON CENTRO (LEON),LANIX,November,1,1292.24,1292.24
MADERO (QRO),BLU,November,3,430.1728735633333,1290.51862069
ALLENDE (QRO),NOKIA,February,3,430.17241379,1290.51724137
LEON CENTRO (LEON),NOKIA,August,3,430.17241379,1290.51724137
GUERRERO (QRO),NOKIA,September,3,430.17241379,1290.51724137
PLAZA MAYOR (LEON),NOKIA,April,3,430.17080459666664,1290.51241379
ALAMEDA (QRO),BLU,November,4,322.4137879325,1289.65515173
ANDADOR (CELAYA),BLU,July,5,257.75862069,1288.79310345
OBREGON (LEON),DOPPIO,July,4,318.10344828,1272.41379312
ANTEA (QRO),NOKIA,January,3,408.621206895,1247.41482758
PARQUE (QRO),BLU,November,3,415.80195402333334,1247.40586207
OBREGON (LEON),DOPPIO,May,4,309.48275862,1237.93103448
ANDADOR (CELAYA),NOKIA,November,3,404.3108045966667,1212.93241379
CONSTITUYENTES (QRO),ZTE,December,1,1206.0348,1206.0348
MADERO (QRO),ZTE,May,1,1206.03448276,1206.03448276
LA VICTORIA (QRO),BLU,September,1,1206.03448276,1206.03448276
CORREGIDORA 2 (QRO),ALCATEL,June,1,1206.03448276,1206.03448276
URBAN (QRO),BLU,January,1,1206.03448276,1206.03448276
URBAN (QRO),BLU,April,1,1206.03,1206.03
ALLENDE (CELAYA),ZTE,June,1,1206.02586207,1206.02586207
ANTEA (QRO),BLU,November,2,602.5862069,1205.1724138
CONSTITUYENTES (QRO),BLU,May,2,602.5862069,1205.1724138
GALERIAS (QRO),BLU,November,2,602.5862069,1205.1724138
BOULEVARES (QRO),BLU,June,2,602.5862069,1205.1724138
OBREGON (LEON),BLU,September,2,602.5862069,1205.1724138
ALAMEDA (QRO),BLU,August,3,401.43724138,1204.31172414
PARQUE (CELAYA),SENWA,August,3,401.43701149333333,1204.31103448
LEON CENTRO (LEON),I-MOBIL,November,3,401.4333333333334,1204.3000000000002
HIDALGO (CELAYA),I-MOBIL,November,3,401.4333333333334,1204.3000000000002
ALLENDE (CELAYA),CORN,January,3,396.26586206666667,1188.7975862
LA CRUZ (QRO),NOKIA,January,3,392.81666666666666,1178.45
ALLENDE (QRO),KODAK,February,1,1162.93103448,1162.93103448
CORREGIDORA 3 (QRO),KODAK,November,1,1162.93103448,1162.93103448
MADERO (QRO),KODAK,November,1,1162.93103448,1162.93103448
CORREGIDORA 4 (QRO),KODAK,September,1,1162.93103448,1162.93103448
GALERIAS (QRO),KODAK,January,1,1162.93103448,1162.93103448
MADERO (LEON),KODAK,January,1,1162.93103448,1162.93103448
GUERRERO (QRO),KODAK,November,1,1162.93103448,1162.93103448
ALLENDE (QRO),KODAK,January,1,1162.93103448,1162.93103448
CORREGIDORA 2 (QRO),KODAK,January,1,1162.93103448,1162.93103448
ANDADOR (CELAYA),KODAK,November,1,1162.93103448,1162.93103448
ANTEA (QRO),KODAK,January,1,1162.93103448,1162.93103448
LEON CENTRO (LEON),KODAK,November,1,1162.93103448,1162.93103448
PARQUE (CELAYA),KODAK,January,1,1162.93103448,1162.93103448
ANTEA (QRO),KODAK,June,1,1162.93103448,1162.93103448
CORREGIDORA 4 (QRO),KODAK,November,1,1162.93103448,1162.93103448
ANTEA (QRO),KODAK,November,1,1162.93103448,1162.93103448
ANTEA (QRO),KODAK,July,1,1162.93103448,1162.93103448
LA CRUZ (QRO),KODAK,January,1,1162.93103448,1162.93103448
MADERO (QRO),KODAK,February,1,1162.93103448,1162.93103448
CORREGIDORA 4 (QRO),KODAK,June,1,1162.93103448,1162.93103448
MADERO (QRO),KODAK,January,1,1162.93103448,1162.93103448
GUERRERO (QRO),KODAK,January,1,1162.93103448,1162.93103448
ANTEA (QRO),KODAK,December,1,1162.93103448,1162.93103448
URBAN (QRO),KODAK,June,1,1162.93103448,1162.93103448
CORREGIDORA 4 (QRO),KODAK,October,1,1162.93103448,1162.93103448
PORTAL (QRO),KODAK,December,1,1162.93103448,1162.93103448
CONSTITUYENTES (QRO),KODAK,December,1,1162.93103448,1162.93103448
MADERO (QRO),KODAK,June,1,1162.93103448,1162.93103448
LA VICTORIA (QRO),KODAK,December,1,1162.93103448,1162.93103448
PLAZA MAYOR (LEON),KODAK,June,1,1162.93103448,1162.93103448
OBREGON (LEON),KODAK,December,1,1162.93103448,1162.93103448
LA VICTORIA (QRO),KODAK,June,1,1162.93103448,1162.93103448
VIA ALTA SUR (LEON),KODAK,June,1,1162.93103448,1162.93103448
PLAZA MAYOR (LEON),KODAK,September,1,1162.93103448,1162.93103448
VIA ALTA SUR (LEON),KODAK,November,1,1162.93103448,1162.93103448
CORREGIDORA 2 (QRO),KODAK,December,1,1162.93103448,1162.93103448
URBAN (QRO),KODAK,December,1,1162.93103448,1162.93103448
MADERO (QRO),KODAK,October,1,1162.93103448,1162.93103448
CORREGIDORA 4 (QRO),KODAK,December,1,1162.93103448,1162.93103448
ALLENDE (QRO),KODAK,December,1,1162.93103448,1162.93103448
GALERIAS (QRO),KODAK,December,1,1162.93103448,1162.93103448
GUERRERO (QRO),KODAK,September,1,1162.93,1162.93
FIESTA (IRAPUATO),KODAK,November,1,1162.93,1162.93
OBREGON (LEON),LANIX,July,1,1162.93,1162.93
GUERRERO (QRO),KODAK,October,1,1162.93,1162.93
GUERRERO (QRO),KODAK,May,1,1162.93,1162.93
MADERO (LEON),KODAK,June,1,1162.93,1162.93
ANDADOR (CELAYA),KODAK,June,1,1162.93,1162.93
ANDADOR (CELAYA),KODAK,October,1,1162.93,1162.93
ALAMEDA (QRO),KODAK,June,1,1162.93,1162.93
PLAZA MAYOR (LEON),KODAK,May,1,1162.93,1162.93
MADERO (LEON),KODAK,May,1,1162.93,1162.93
HIDALGO (CELAYA),ZTE,October,1,1162.93,1162.93
ALLENDE (CELAYA),KODAK,October,1,1162.93,1162.93
PARQUE (CELAYA),KODAK,May,1,1162.93,1162.93
ALLENDE (CELAYA),KODAK,November,1,1162.93,1162.93
OBREGON (LEON),NOKIA,October,3,387.07,1161.21
HIDALGO (CELAYA),I-MOBIL,August,3,384.19448276,1152.58344828
MADERO (LEON),SENWA,June,2,568.10344828,1136.20689656
ANDADOR (CELAYA),SENWA,June,2,568.10344828,1136.20689656
HIDALGO (CELAYA),SENWA,June,2,568.10344828,1136.20689656
ALLENDE (QRO),I-MOBIL,April,2,568.10172414,1136.20344828
OBREGON (LEON),SENWA,April,2,568.1,1136.2
ALLENDE (CELAYA),SENWA,April,2,568.1,1136.2
PLAZA PATIO (QRO),SENWA,April,2,568.1,1136.2
LEON CENTRO (LEON),SENWA,April,2,568.1,1136.2
ALAMEDA (QRO),SENWA,April,2,568.1,1136.2
ALAMEDA (QRO),SENWA,May,2,568.1,1136.2
LA CRUZ (QRO),SENWA,May,2,568.1,1136.2
MADERO (QRO),ZTE,January,1,1119.83,1119.83
PLAZA MAYOR (LEON),ALC,June,1,1119.82758621,1119.82758621
MADERO (LEON),LANIX,December,1,1119.82758621,1119.82758621
URBAN (QRO),LANIX,January,1,1119.82758621,1119.82758621
HIDALGO (CELAYA),ALC,August,1,1119.82758621,1119.82758621
PARQUE (QRO),LANIX,January,1,1119.82758621,1119.82758621
GALERIAS (QRO),ALC,July,1,1119.82758621,1119.82758621
GALERIAS (QRO),LANIX,February,1,1119.82758621,1119.82758621
HIDALGO (CELAYA),LANIX,November,1,1119.82758621,1119.82758621
FIESTA (IRAPUATO),ALC,July,1,1119.82758621,1119.82758621
CONSTITUYENTES (QRO),HISENSE,October,1,1119.82758621,1119.82758621
PLAZA PATIO (QRO),LANIX,December,1,1119.82758621,1119.82758621
HIDALGO 2 (CELAYA),ALC,June,1,1119.82758621,1119.82758621
FIESTA (IRAPUATO),LANIX,February,1,1119.82758621,1119.82758621
CORREGIDORA 4 (QRO),LANIX,December,1,1119.82758621,1119.82758621
FIESTA (IRAPUATO),BLU,January,3,372.7020689666667,1118.1062069
ALAMEDA (QRO),BLU,February,3,372.7020689666667,1118.1062069
MADERO (LEON),BLU,December,3,372.7020689666667,1118.1062069
PARQUE (CELAYA),BLU,January,3,372.7020689666667,1118.1062069
CORREGIDORA 4 (QRO),BLU,February,3,372.70160919666665,1118.10482759
FIESTA (IRAPUATO),BLU,December,3,372.70160919666665,1118.10482759
LA CRUZ (QRO),BLU,November,3,372.70160229999993,1118.1048068999999
ALLENDE (CELAYA),BLU,October,3,372.7011494266667,1118.10344828
PARQUE (CELAYA),BLU,May,3,372.7011494266667,1118.10344828
LA VICTORIA (QRO),I-MOBIL,July,4,274.99862069,1099.99448276
CONSTITUYENTES (QRO),BLU,September,2,537.931034485,1075.86206897
PARQUE (CELAYA),BLU,June,2,537.931034485,1075.86206897
GALERIAS (QRO),BLU,June,2,537.931034485,1075.86206897
LA VICTORIA (QRO),BLU,November,2,537.931034485,1075.86206897
PARQUE (CELAYA),BLU,October,2,537.931034485,1075.86206897
CORREGIDORA 2 (QRO),I-MOBIL,December,3,355.4566666666667,1066.3700000000001
ALAMEDA (QRO),I-MOBIL,November,3,349.71000000000004,1049.13
OBREGON (LEON),I-MOBIL,December,3,346.83666666666664,1040.51
GUERRERO (QRO),I-MOBIL,January,3,346.83666666666664,1040.51
MADERO (QRO),I-MOBIL,December,3,346.83666666666664,1040.51
VALLARTA (VTA),BLU,July,1,1033.62068966,1033.62068966
GALERIAS (QRO),ZTE,February,1,1033.62,1033.62
PLAZA PATIO (QRO),ZTE,February,1,1033.62,1033.62
OBREGON (LEON),ZTE,January,1,1033.62,1033.62
MADERO (LEON),ZTE,February,1,1033.62,1033.62
PARQUE (QRO),ZTE,February,1,1033.62,1033.62
PORTAL (QRO),ZTE,February,1,1033.62,1033.62
CONSTITUYENTES (QRO),SENWA,April,2,516.807586205,1033.61517241
ALLENDE (CELAYA),SENWA,August,2,516.38,1032.76
PARQUE (QRO),SENWA,December,2,516.38,1032.76
LEON CENTRO (LEON),SENWA,August,2,516.38,1032.76
OBREGON (LEON),SENWA,November,2,516.38,1032.76
OBREGON (LEON),SENWA,July,2,516.38,1032.76
PLAZA MAYOR (LEON),SENWA,November,2,516.38,1032.76
ANDADOR (CELAYA),SENWA,December,2,516.38,1032.76
PARQUE (QRO),SENWA,November,2,516.38,1032.76
LA VICTORIA (QRO),SENWA,May,2,516.379286205,1032.75857241
CORREGIDORA 4 (QRO),SENWA,April,2,516.377586205,1032.75517241
CORREGIDORA 2 (QRO),BLU,November,3,343.96551724333335,1031.89655173
CORREGIDORA 2 (QRO),BLU,December,4,257.759310345,1031.03724138
CORREGIDORA 2 (QRO),ALC,May,1,999.14,999.14
LEON CENTRO (LEON),ALC,May,1,999.14,999.14
GUERRERO (QRO),ALC,May,1,999.14,999.14
LEON CENTRO (LEON),ALC,April,1,999.14,999.14
MADERO (LEON),ALC,April,1,999.14,999.14
ALLENDE (CELAYA),ALC,May,1,999.14,999.14
HIDALGO (CELAYA),ALC,June,1,999.14,999.14
OBREGON (LEON),ALC,July,1,999.13793103,999.13793103
HIDALGO 2 (CELAYA),ALC,July,1,999.13793103,999.13793103
ALAMEDA (QRO),ALC,July,1,999.13793103,999.13793103
PARQUE (CELAYA),ALC,April,1,999.1379,999.1379
URBAN (QRO),ALC,May,1,999.1379,999.1379
BOULEVARES (QRO),BLU,September,3,329.59862069,988.79586207
GUERRERO (QRO),I-MOBIL,July,3,323.8496551733333,971.5489655199999
BOULEVARES (QRO),SENWA,May,2,481.89655172,963.79310344
HIDALGO 2 (CELAYA),SENWA,April,2,477.58500000000004,955.1700000000001
HIDALGO (CELAYA),DOPPIO,June,3,318.10344828,954.31034484
HIDALGO (CELAYA),DOPPIO,August,3,318.10344828,954.31034484
LEON CENTRO (LEON),DOPPIO,September,3,318.10344828,954.31034484
GUERRERO (QRO),DOPPIO,August,3,318.10344828,954.31034484
PLAZA MAYOR (LEON),DOPPIO,June,3,318.10344828,954.31034484
LEON CENTRO (LEON),DOPPIO,February,3,318.10344828,954.31034484
CORREGIDORA 3 (QRO),DOPPIO,October,3,318.10344828,954.31034484
HIDALGO 2 (CELAYA),ZTE,November,1,947.4137931,947.4137931
FIESTA (IRAPUATO),SENWA,December,2,473.276206895,946.55241379
LA VICTORIA (QRO),SENWA,December,2,473.276206895,946.55241379
GUERRERO (QRO),SENWA,September,2,473.276206895,946.55241379
CORREGIDORA 2 (QRO),SENWA,December,2,473.276206895,946.55241379
GUERRERO (QRO),SENWA,July,2,473.276206895,946.55241379
GUERRERO (QRO),SENWA,November,2,473.276206895,946.55241379
GALERIAS (QRO),SENWA,October,2,473.276206895,946.55241379
MADERO (LEON),SENWA,August,2,473.276206895,946.55241379
CORREGIDORA 4 (QRO),SENWA,September,2,473.276206895,946.55241379
VIA ALTA SUR (LEON),BLU,January,2,473.27586207,946.55172414
URBAN (QRO),BLU,May,2,473.27586207,946.55172414
